1,83.63308333,22.0145
2,323.36258333,-0.82325
3,205.54841667,28.37727778
4,245.89675,-26.52575
5,229.63841667,2.08102778
6,265.08333333,-32.25333333
7,268.4625,-34.79333333
8,270.90416667,-24.38666667
9,259.79908333,-18.51625
10,254.28770833,-4.10030556
11,282.77083333,-6.27
12,251.80908333,-1.94852778
13,250.423475,36.46131944
14,264.400625,-3.24591667
15,322.49304167,12.167
16,274.7,-13.80666667
17,275.19583333,-16.17166667
18,274.99166667,-17.10166667
19,255.65704167,-26.26794444
20,270.675,-22.97166667
21,271.05416667,-22.49
22,279.09975,-23.90475
23,269.26666667,-18.985
24,274.2,-18.55
25,277.94583333,-19.11666667
26,281.325,-9.38333333
27,299.90151337,22.72119788
28,276.13704167,-24.86983333
29,305.98333333,38.52333333
30,325.09216667,-23.17986111
31,10.68470833,41.26875
32,10.67427083,40.86516944
33,23.4621,30.65994167
34,40.52083333,42.76166667
35,92.225,24.33333333
36,84.075,34.14
37,88.075,32.55333333
38,82.17916667,35.855
39,322.95,48.43333333
40,185.55,58.08333333
41,101.50416667,-20.75666667
42,83.82208333,-5.39111111
43,83.87916667,-5.27
44,130.1,19.66666667
45,56.75,24.11666667
46,115.44166667,-14.81
47,114.14583333,-14.48333333
48,123.42916667,-5.75
49,187.44499167,8.00041111
50,105.69791667,-8.33777778
51,202.469575,47.19525833
52,351.2,61.59333333
53,198.23020833,18.16816667
54,283.763875,-30.47986111
55,294.99879167,-30.96475
56,289.14820833,30.18347222
57,283.39623732,33.02913421
58,189.43165417,11.81808889
59,190.509675,11.64693056
60,190.9167,11.55261111
61,185.47886465,4.47377454
62,255.3025,-30.11236111
63,198.95530772,42.02936836
64,194.18206667,21.68265833
65,169.73315417,13.09221111
66,170.06260833,12.99128889
67,132.825,11.8
68,189.86658333,-26.74405556
69,277.84625,-32.34808333
70,280.80316667,-32.29211111
71,298.44370833,18.77919444
72,313.36541667,-12.53730556
73,314.75,-12.63333333
74,24.17405,15.78346111
75,301.52017083,-21.92226111
76,25.58191863,51.57543143
77,40.66987917,-0.01328889
78,86.69083333,0.07916667
79,81.044125,-24.52425
80,244.26004167,-22.97608333
81,148.88822109,69.0652947
82,148.96845833,69.67970278
83,204.25382917,-29.86576111
84,186.26559721,12.88698314
85,186.35022083,18.19108056
86,186.549225,12.94596944
87,187.70593076,12.39112329
88,187.99673333,14.42041111
89,188.91586393,12.55634189
90,189.20756667,13.16286944
91,188.860125,14.49631944
92,259.28079167,43.13594444
93,116.125,-23.85666667
94,192.72145,41.12015278
95,160.99038221,11.70378539
96,161.6906,11.81993889
97,168.69880209,55.0190237
98,183.45121667,14.90046944
99,184.70677083,14.41648889
100,185.72888285,15.82230397
101,210.80242917,54.34875
102,226.62317083,55.76330833
103,23.34583333,60.65
104,189.99763271,-11.62305428
105,161.95666667,12.58163056
106,184.74008333,47.30371944
107,248.13275,-13.05377778
108,167.87902917,55.67412222
109,179.39993333,53.37451944
110,10.09189356,41.68541564
